,Institue
1518,"SRI KRISHN A MEDICA L COLLEG E, MUZAFF ARPUR, UMANA GAR MUZAFF ARPUR,
Bihar, 842004"
1519,"SRI KRISHNA MEDICAL COLLEGE, MUZAFFARPUR , UMANAGAR MUZAFFARPUR,
Bihar, 842004"
1520,"SRI KRISHNA MEDICAL COLLEGE, MUZAFFARPUR,UMANAGAR MUZAFFARPUR, Bihar, 842004"
1521,"SRI LALITHA MBIGAI MEDICA L COLLEG
E & HOSPIT
AL,Facult y of Medicine
- Sri Lalitham bigai Medical College and Hospital, 1,
Periyar EVR
High Road, Ada, Tamil Nadu, 600095"
1522,"SRI LALITHAMBIGAI MEDICAL COLLEGE & HOSPITAL ,
Faculty of Medicine - Sri Lalithambigai Medical College and Hospital,
1, Periyar EVR High Road, Ada, Tamil Nadu, 600095"
1523,"SRI LALITHAMBIGAI MEDICAL COLLEGE & HOSPITAL,Faculty of Medicine - Sri
Lalithambigai Medical College and Hospital,
1, Periyar EVR High Road, Ada, Tamil Nadu, 600095"
1524,"SRM
Dental College, Chennai, SRM DENTAL COLLEG E, BHARAT HI SALAI, RAMAP URAM, CHENNA
I, Tamil Nadu, 600089"
1525,"SRM
Katt. Dental College and Hospt.
Chennai, SRM NAGAR POTHER I KATTAN KULATH UR KANCHI PURAM,
Tamil Nadu, 603203"
1526,"SRM
Medical College and Hospital, Chennai, SRM NAGAR, POTHER I, KATTAN KULATH UR - 603203, KANCHE EPURA M DIST,,
Tamil Nadu, 603203"
1527,"SRM Dental College, Chennai , SRM DENTAL COLLEGE, BHARATHI SALAI, RAMAPURAM,
CHENNAI, Tamil Nadu, 600089"
1528,"SRM Dental College, Chennai , SRM DENTAL COLLEGE,BHARATH I SALAI, RAMAPURAM,
CHENNAI, Tamil Nadu, 600089"
1529,"SRM Dental College, Chennai,SRM DENTAL COLLEGE, BHARATHI SALAI, RAMAPURAM, CHENNAI, Tamil Nadu, 600089"
1530,"SRM Dental College, Chennai,SRM DENTAL COLLEGE,BHARATHI SALAI, RAMAPURAM, CHENNAI, Tamil Nadu, 600089"
1531,"SRM Katt. Dental College and Hospt. Chennai , SRM NAGAR POTHERI KATTANKULATHUR KANCHIPURAM,
Tamil Nadu, 603203"
1532,"SRM Katt. Dental College and Hospt. Chennai,SRM NAGAR POTHERI KATTANKULATHUR KANCHIPURAM, Tamil Nadu, 603203"
1533,"SRM Medical College and Hospital, Chennai
, SRM NAGAR, POTHERI, KATTANKULATHUR
- 603203, KANCHEEPURAM
DIST,, Tamil Nadu, 603203"
1534,"SRM Medical College and Hospital, Chennai,SRM NAGAR, POTHERI, KATTANKULATHUR - 603203, KANCHEEPURAM DIST,, Tamil Nadu, 603203"
1535,"STANLE Y MEDICA L COLLEG E, CHENNA I,No.1,
Old Jail Road Chennai, Tamil Nadu, 600001"
1536,"STANLEY MEDICAL COLLEGE, CHENNAI
, No.1, Old Jail Road Chennai, Tamil Nadu, 600001"
1537,"STANLEY MEDICAL COLLEGE, CHENNAI,No.1, Old Jail Road
Chennai, Tamil Nadu, 600001"
1538,"SUH
Maulana Mahmoo d Hasan Medical College, Saharan pur,Amb ala Road, Pilakhni, Saharan pur, Uttar Pradesh, 247001"
1539,"SUH Maulana Mahmood Hasan Medical College, Saharanpur , Ambala Road, Pilakhni, Saharanpur, Uttar Pradesh, 247001"
1540,"SUH Maulana Mahmood Hasan Medical College, Saharanpur,Ambala Road, Pilakhni, Saharanpur, Uttar Pradesh, 247001"
1541,"SVIMS -
Sri Padmava thi Medical College for Women, Tirupati, SVIMS, ALIPIRI ROAD, TIRUPA TI,
Andhra Pradesh, 517507
(Female Seat only
)"
1542,"SVIMS - Sri
Padmavathi Medical College for Women, Tirupati , ALIPIRI ROAD, TIRUPATI,
Andhra Pradesh, 517507 (Female Seat only )"
1543,"SVIMS - Sri
Padmavathi Medical College for Women, Tirupati , SVIMS, ALIPIRI ROAD,
TIRUPATI, Andhra Pradesh, 517507 (Female Seat only )"
1544,"SVIMS - Sri Padmavathi Medical College for Women, Tirupati,ALIPIRI ROAD, TIRUPATI, Andhra Pradesh, 517507 (Female Seat only )"
1545,"SVIMS - Sri Padmavathi Medical College for Women, Tirupati,SVIMS, ALIPIRI ROAD, TIRUPATI, Andhra Pradesh, 517507"
1546,"SVIMS - Sri Padmavathi Medical College for Women, Tirupati,SVIMS, ALIPIRI ROAD, TIRUPATI, Andhra Pradesh, 517507 (Female Seat only )"
1547,"SWAMI RAMAN AND TiRTH RURAL M.C,AM BAJOGA I,SWAMI RAMNA ND TEERTH RURAL GOVER NMENT MEDICA L COLLEG E AMBAJO GAI DIST BEED MAHAR ASHTRA PIN- 431517,
Maharas htra, 431517"
1548,"SWAMI RAMANAND TiRTH RURAL M.C,AMBAJOGAI , SWAMI RAMNAND TEERTH RURAL GOVERNMENT MEDICAL COLLEGE AMBAJOGAI DIST BEED MAHARASHTRA PIN-431517,
Maharashtra, 431517"
1549,"SWAMI RAMANAND TiRTH RURAL M.C,AMBAJOGAI,SWAMI RAMNAND TEERTH RURAL GOVERNMENT MEDICAL COLLEGE AMBAJOGAI DIST BEED MAHARASHTRA PIN-431517, Maharashtra, 431517"
1550,"SYMBIO SIS MEDICA L COLLEG E FOR WOMEN PUNE,Gr
am Lavale Tal Mulshi Pune, Maharas htra, 412115
(Female Seat only
)"
1551,"SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE
, Gram Lavale Tal Mulshi Pune, Maharashtra, 412115 (Female Seat only )"
1552,"SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE,Gram Lavale Tal Mulshi
Pune, Maharashtra, 412115 (Female Seat only )"
1553,"SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE,Gram Lavale Tal Mulshi Pune, Maharashtra, 412115 (Female Seat only )"
1554,"Sagar Dutta Medical College & Hospital, Kolkata , 578, B.T. Road, Kamarhati, Kolkata, West Bengal, 700058"
1555,"Sagar Dutta Medical College & Hospital, Kolkata,5 78, B.T.
Road, Kamarha ti, Kolkata, West Bengal, 700058"
1556,"Sagar Dutta Medical College & Hospital, Kolkata,578, B.T. Road, Kamarhati, Kolkata, West Bengal, 700058"
1557,"Saheed Laxman Nayak Med.
College and Hos., Koraput, AT- JANIGU DA,KOR APUT,
Odisha, 764020"
1558,"Saheed Laxman Nayak Med. College and Hos., Koraput , AT- JANIGUDA,KORAPU
T, Odisha, 764020"
1559,"Saheed Laxman Nayak Med. College and Hos., Koraput,AT-JANIGUDA,KORAPUT, Odisha, 764020"
1560,"Saheed Rendo Majhi Medical College & Hospital, Bhawani patna, Kalahand i,Odisha, At - Bhangab ari, P.O.
-
Uditnara yanpur, Bhawani patna, Dist - Kalahand i, Odisha, 766002"
1561,"Saheed Rendo Majhi Medical College & Hospital, Bhawanipatna, Kalahandi,Odisha , At
- Bhangabari, P.O. - Uditnarayanpur, Bhawanipatna, Dist - Kalahandi, Odisha, 766002"
1562,"Saheed Rendo Majhi Medical College & Hospital, Bhawanipatna, Kalahandi,Odisha,At - Bhangabari, P.O. - Uditnarayanpur, Bhawanipatna, Dist - Kalahandi, Odisha, 766002"
1563,"Santosh Dental College and Hospital, Ghaziabad , No.1, Santosh Nagar, Ghaziabad, NCR Delhi, Uttar Pradesh, 201009"
1564,"Santosh Dental College and Hospital, Ghaziabad,No.1, Santosh Nagar, Ghaziabad, NCR Delhi, Uttar Pradesh, 201009"
1565,"Santosh Medical College and Hospital, Ghaziab ad,No.1, Santosh Nagar, Ghaziab ad, NCR Delhi, Uttar Pradesh, 201009"
1566,"Santosh Medical College and Hospital, Ghaziabad , No.1, Santosh Nagar, Ghaziabad, NCR Delhi, Uttar Pradesh, 201009"
1567,"Santosh Medical College and Hospital, Ghaziabad,No.1, Santosh Nagar, Ghaziabad, NCR Delhi, Uttar Pradesh, 201009"
1568,"Sarat Chandra Chattopa dhyay Govt.
Medical College & Hospital, Uluberia, ULUBER IA, DIST- HOWRA
H, West Bengal, 711315"
1569,"Sarat Chandra Chattopadhyay Govt. Medical College & Hospital, Uluberia , ULUBERIA, DIST- HOWRAH, West
Bengal, 711315"
1570,"Sarat Chandra Chattopadhyay Govt. Medical College & Hospital, Uluberia,ULUBERIA, DIST-HOWRAH, West Bengal, 711315"
1571,"Saveetha Dental College, Chennai , Saveetha Dental College and Hospitals,162, Poonamallee high road, Velapanchavadi, Chennai, Tamil Nadu, 600077"
1572,"Saveetha Dental College, Chennai,Saveetha Dental College and Hospitals,162, Poonamallee high road, Velapanchavadi, Chennai, Tamil Nadu, 600077"
1573,"Saveetha Medical College, Chennai , Saveetha Nagar, Thandalam, Chennai, Tamil Nadu, 602105"
1574,"Saveetha Medical College, Chennai, Saveetha Nagar, Thandala m, Chennai, Tamil Nadu, 602105"
1575,"Saveetha Medical College, Chennai,Saveetha Nagar, Thandalam, Chennai, Tamil Nadu, 602105"
1576,"School of Dental Sciences and KIMSDU,
Karad,K ARAD, DIST SATARA (MAHAR ASHTRA STATE) - 415110,
Maharas htra, 415110"
1577,"School of Dental Sciences and KIMSDU, Karad , KARAD, DIST SATARA (MAHARASHTRA STATE) - 415110,
Maharashtra, 415110"
1578,"School of Dental Sciences and KIMSDU, Karad,KARAD, DIST SATARA (MAHARASHTRA STATE) - 415110, Maharashtra, 415110"
1579,"Shaheed Nirmal Mahto Medical College & Hospital, Dhanbad
,PO BCCL TOWNS HIP KOYLAN AGAR DHANBA D,
Jharkhan d, 826005"
1580,"Shaheed Nirmal Mahto Medical College & Hospital, Dhanbad , PO BCCL TOWNSHIP KOYLANAGAR DHANBAD,
Jharkhand, 826005"
1581,"Shaheed Nirmal Mahto Medical College & Hospital, Dhanbad,PO BCCL TOWNSHIP KOYLANAGAR DHANBAD, Jharkhand, 826005"
1582,"Shakuntla School and College Of Nursing, New Delhi,Jaunti, Jaunti-Garhi Randhala Road, Delhi, Delhi (NCT), 110081 (Female Seat only )"
1583,"Sharad Pawar Dental College and Hospital, Wardha , Sawangi (Meghe), Wardha, Maharashtra State, INDIA, Maharashtra, 442107"
1584,"Sharad Pawar Dental College and Hospital, Wardha, Sawangi (Meghe), Wardha, Maharas htra State, INDIA,
Maharas htra, 442107"
1585,"Sharad Pawar Dental College and Hospital, Wardha,Sawangi (Meghe), Wardha, Maharashtra State, INDIA, Maharashtra, 442107"
1586,"Shri Atal Bihari Vajpayee Medical College & Researc h Institute, Bengalur u,SHIVA JINAGA R, BENGAL URU,
Karnatak a, 560001"
1587,"Shri Atal Bihari Vajpayee Medical College & Research Institute, Bengaluru , SHIVAJINAGAR, BENGALURU,
Karnataka, 560001"
1588,"Shri Atal Bihari Vajpayee Medical College & Research Institute, Bengaluru,SHIVAJINAGAR,
BENGALURU, Karnataka, 560001"
1589,"Shri Sathya Sai Medical College and RI, Chennai , Sathya Sai Nagar, Tiruporur- Guduvancherry Main Road, Chennai, 603108, Tamil Nadu,
603108"
1590,"Shri Sathya Sai Medical College and RI, Chennai , Shri Sathya Sai Nagar, SBV Chennai Campus, Ammapettai, Chengalpattu District, Tamil Nadu, 603108"
1591,"Shri Sathya Sai Medical College and RI, Chennai, Shri Sathya Sai Nagar, SBV
Chennai Campus, Ammape ttai, Chengal pattu District, Tamil Nadu, 603108"
1592,"Shri Sathya Sai Medical College and RI, Chennai,Sathya Sai Nagar, Tiruporur- Guduvancherry Main Road, Chennai, 603108, Tamil Nadu, 603108"
1593,"Shri Sathya Sai Medical College and RI, Chennai,Shri Sathya Sai Nagar, SBV Chennai Campus, Ammapettai, Chengalpattu District, Tamil Nadu, 603108"
1594,"Shri Vinobha Bhave Institute Medical Sciences , SSR College Campus, Sayli Road, Silvassa, Dadra And Nagar Haveli, 396230"
1595,"Shri Vinobha Bhave Institute Medical Sciences,SSR College Campus, Sayli Road, Silvassa, Dadra And Nagar Haveli, 396230"
1596,"Siddarth a Medical College, Vijayawa da,Besid e New Governm ent General Hospital Gunadal a Vijayawa da, Andhra Pradesh, 520008"
1597,"Siddartha Medical College, Vijayawada , Beside New Government General Hospital Gunadala Vijayawada, Andhra Pradesh, 520008"
1598,"Siddartha Medical College, Vijayawada,Beside New Government General Hospital Gunadala Vijayawada, Andhra Pradesh, 520008"
1599,"Sree Balaji Dental College and Hospital, Chennai , VELACHERY MAIN ROAD, NARAYANAPURAM, PALLIKARANAI, CHENNAI - 600 100,
Tamil Nadu, 600100"
1600,"Sree Balaji Dental College and Hospital, Chennai, VELACH ERY MAIN ROAD, NARAYA NAPURA M, PALLIKA RANAI, CHENNA I - 600
100,
Tamil Nadu, 600100"
1601,"Sree Balaji Dental College and Hospital, Chennai,VELACHERY MAIN ROAD, NARAYANAPURAM, PALLIKARANAI, CHENNAI - 600 100, Tamil Nadu, 600100"
1602,"Sree Balaji Medical College and Hospital, Chennai , NO 7 WORKS ROAD CHROMEPET
CHENNAI, Tamil Nadu, 600044"
1603,"Sree Balaji Medical College and Hospital, Chennai, NO 7 WORKS ROAD CHROM EPET CHENNA
I, Tamil Nadu, 600044"
1604,"Sree Balaji Medical College and Hospital, Chennai,NO 7 WORKS ROAD CHROMEPET CHENNAI, Tamil Nadu, 600044"
1605,"Sri Jagannat h Medical College & Hospital, Puri,BALI GUALI SAMAN GARA PURI PIN 752004 (ODISHA
),
Odisha, 752004"
1606,"Sri Jagannath Medical College & Hospital, Puri , BALIGUALI SAMANGARA PURI PIN 752004
(ODISHA), Odisha, 752004"
1607,"Sri Jagannath Medical College & Hospital, Puri,BALIGUALI SAMANGARA PURI PIN 752004 (ODISHA), Odisha, 752004"
1608,"Sri Lakshmi Narayan a Inst. of Med.
Scien., Puduche rry,OSU DU, AGARA M VILLAGE
, KOODA PAKKAM
POST, VILLIAN UR COMMU NE, PUDUC HERRY,
Puduche rry, 605502"
1609,"Sri Lakshmi Narayana Inst. of Med. Scien., Puducherry , OSUDU, AGARAM VILLAGE, KOODAPAKKAM POST, VILLIANUR COMMUNE, PUDUCHERRY,
Puducherry, 605502"
1610,"Sri Lakshmi Narayana Inst. of Med. Scien., Puducherry,OSUDU, AGARAM VILLAGE, KOODAPAKKAM POST, VILLIANUR COMMUNE, PUDUCHERRY, Puducherry, 605502"
1611,"Sri Ramach andra Med.
College and Res. Inst., Chennai, No. One Ramach andra Nagar, Porur, Chennai.
, Tamil Nadu, 600116"
1612,"Sri Ramachandra Dental and Hospt., Chennai , No. 1 Ramachandra Nagar, Porur, Chennai., Tamil Nadu, 600116"
1613,"Sri Ramachandra Dental and Hospt., Chennai,No. 1 Ramachandra Nagar, Porur, Chennai."
1614,"Sri Ramachandra Dental and Hospt., Chennai,No. 1 Ramachandra Nagar, Porur, Chennai., Tamil Nadu, 600116"
1615,"Sri Ramachandra Med. College and Res. Inst., Chennai , No. One Ramachandra Nagar, Porur, Chennai., Tamil Nadu, 600116"
1616,"Sri Ramachandra Med. College and Res. Inst., Chennai,No. One Ramachandra Nagar, Porur, Chennai., Tamil Nadu, 600116"
1617,"Sri Siddhart ha Academy T
Begur,S RI SIDDHA RTHA INSTITU TE OF MEDICA L SCIENC ES AND RESEAR CH CENTRE T BEGUR NELAMA NGALA TALUK BANGAL OR,
Karnatak a, 562123"
1618,"Sri Siddhart ha DentalCo llege, Tumkur, AGALAK OTE B H ROAD TUMKU R,
Karnatak a, 572107"
1619,"Sri Siddhart ha Medical College DU,
Tumkur, SRI SIDDHA RTHA MEDICA L COLLEG E
B.H. ROAD, AGALAK OTE TUMKU R,
Karnatak a, 572107"
1620,"Sri Siddhartha Academy T Begur , SRI SIDDHARTHA INSTITUTE OF MEDICAL SCIENCES AND  RESEARCH CENTRE T BEGUR NELAMANGALA TALUK BANGALOR,
Karnataka, 562123"
1621,"Sri Siddhartha Academy T Begur,SRI SIDDHARTHA INSTITUTE OF MEDICAL SCIENCES AND  RESEARCH CENTRE T BEGUR NELAMANGALA TALUK
BANGALOR, Karnataka, 562123"
1622,"Sri Siddhartha DentalCollege, Tumkur , AGALAKOTE B H ROAD TUMKUR,
Karnataka, 572107"
1623,"Sri Siddhartha DentalCollege, Tumkur,AGALAKOTE B H ROAD TUMKUR, Karnataka, 572107"
1624,"Sri Siddhartha Medical College DU, Tumkur , SRI SIDDHARTHA MEDICAL COLLEGE
B.H. ROAD, AGALAKOTE
TUMKUR, Karnataka, 572107"
1625,"Sri Siddhartha Medical College DU, Tumkur,SRI SIDDHARTHA MEDICAL COLLEGE
B.H. ROAD, AGALAKOTE
TUMKUR, Karnataka, 572107"
1626,"Sri Siddhartha Medical College DU, Tumkur,SRI SIDDHARTHA MEDICAL COLLEGE
B.H. ROAD, AGALAKOTE TUMKUR, Karnataka, 572107"
1627,"Sri Venkates wara Medical College, Tirupati, NEAR VIVEKA NDANDA CIRCLE, ALIPIRI ROAD TIRUPA TI,
Andhra Pradesh, 517507"
1628,"Sri Venkateswara Medical College, Tirupati , NEAR VIVEKANDANDA CIRCLE, ALIPIRI ROAD TIRUPATI,
Andhra Pradesh, 517507"
1629,"Sri Venkateswara Medical College, Tirupati,NEAR VIVEKANDANDA CIRCLE, ALIPIRI ROAD TIRUPATI, Andhra Pradesh, 517507"
1630,"St. Stephen's Hospital College of Nursing, Delhi , ST. STEPHENS HOSPITAL, TIS HAZARI, Delhi (NCT),
110054 (Female Seat only )"
1631,"St. Stephen's Hospital College of Nursing, Delhi,ST. STEPHENS HOSPITAL, TIS HAZARI, Delhi (NCT), 110054 (Female Seat only )"
1632,"T.D. MEDICA L COLLEG E, ALLAPP UZHA,G OVERN MENT T.D.MED ICAL COLLEG E, VANDAN AM.PO, ALAPPU ZHA,
Kerala, 688005"
1633,"T.D. MEDICAL COLLEGE,
ALLAPPUZHA , GOVERNMENT T.D.MEDICAL COLLEGE, VANDANAM.PO, ALAPPUZHA, Kerala, 688005"
1634,"T.D. MEDICAL COLLEGE, ALLAPPUZHA,GOVERNMENT T.D.MEDICAL COLLEGE, VANDANAM.PO, ALAPPUZHA, Kerala, 688005"
1635,"TAMILN ADU GOVT
D.C. & HOSP, CHENNA I,No. 1, TNPSC SALAI,
PARK TOWN, CHENNA I
600003,
Tamil Nadu, 600003"
1636,"TAMILNADU GOVT
D.C. & HOSP, CHENNAI , No. 1,
TNPSC SALAI, PARK TOWN, CHENNAI
600003, Tamil Nadu,
600003"
1637,"TAMILNADU GOVT D.C. & HOSP, CHENNAI,No. 1, TNPSC SALAI, PARK TOWN, CHENNAI   600003, Tamil Nadu, 600003"
1638,"THANJA VUR MEDICA L COLL.,T HANJAV
UR,Thanj avur Medical College, Thanjavu r, Tamil Nadu, 613004"
1639,"THANJAVUR MEDICAL COLL.,THANJAVUR ,
Thanjavur Medical College,Thanjavur, Tamil Nadu, 613004"
1640,"THANJAVUR MEDICAL COLL.,THANJAVUR,Thanjavur Medical College,Thanjavur, Tamil Nadu, 613004"
1641,"THENI GOVT. MEDICA L COLLEG E, THENI,G
. Vilakku, Shanmu gasundar apuram village, Aundipatt i Taluk, Theni District, Tamil Nadu, 625512"
1642,"THENI GOVT. MEDICAL COLLEGE,
THENI , G. Vilakku, Shanmugasundarapu ram village, Aundipatti Taluk, Theni District, Tamil Nadu, 625512"
1643,"THENI GOVT. MEDICAL COLLEGE, THENI,G. Vilakku, Shanmugasundarapuram village, Aundipatti Taluk, Theni District, Tamil Nadu, 625512"
1644,"THOOTH UKUDI MEDICA L COLLEG E,THOO THUKUD I,KAMAR AJ NAGAR,
3rd MILE, THOOTH UKUDI,
Tamil Nadu, 628008"
1645,"THOOTHUKUDI MEDICAL COLLEGE,THOOTH UKUDI , KAMARAJ NAGAR,
3rd MILE, THOOTHUKUDI,
Tamil Nadu, 628008"
1646,"THOOTHUKUDI MEDICAL COLLEGE,THOOTHUKUDI,KAMARAJ NAGAR, 3rd MILE,
THOOTHUKUDI, Tamil Nadu, 628008"
1647,"TOPIWA LA NATION AL MEDICA L COLLEG E,MUMB AI,Dr.
A.L. Nair Road, Mumbai Central, Mumbai,
Maharas htra, 400008"
1648,"TOPIWALA NATIONAL MEDICAL COLLEGE,MUMBAI ,
Dr. A.L. Nair Road, Mumbai Central, Mumbai, Maharashtra, 400008"
1649,"TOPIWALA NATIONAL MEDICAL COLLEGE,MUMBAI,Dr. A.L. Nair Road, Mumbai
Central, Mumbai, Maharashtra, 400008"
1650,"Tamralipt o Governm ent Medical College & Hospital, West Bengal,2 27 Haldia Tamluk Mecheda Road, Tamluk, Purba Medinipu r, West Bengal, 721636"
1651,"Tamralipto Government Medical College & Hospital, West Bengal , 227 Haldia Tamluk Mecheda Road, Tamluk, Purba Medinipur, West Bengal, 721636"
1652,"Tamralipto Government Medical College & Hospital, West Bengal,227 Haldia Tamluk Mecheda Road, Tamluk, Purba Medinipur, West Bengal, 721636"
1653,"Tezpur Medical College, Tezpur , Tezpur Medical College and Hospital Bihaguri Tezpur 784010 Dist Sonitpur Assam"
1654,"Tezpur Medical College, Tezpur , Tezpur Medical College and Hospital Bihaguri Tezpur 784010 Dist Sonitpur Assam, Assam, 784010"
1655,"Tezpur Medical College, Tezpur,T ezpur Medical College and Hospital Bihaguri Tezpur 784010
Dist Sonitpur Assam, Assam, 784010"
1656,"Tezpur Medical College, Tezpur,Tezpur Medical College and Hospital Bihaguri Tezpur 784010 Dist Sonitpur Assam"
1657,"Tezpur Medical College, Tezpur,Tezpur Medical College and Hospital Bihaguri Tezpur 784010 Dist Sonitpur Assam, Assam, 784010"
1658,"Thaimoo gambigai Dental College and Hsopt.
Chennai, Golden George Nagar, Mogappa ir, Chennai 600 107,
Tamil Nadu, 600107"
1659,"Thaimoogambigai Dental College and Hsopt. Chennai , Golden George Nagar, Mogappair, Chennai 600 107,
Tamil Nadu, 600107"
1660,"Thaimoogambigai Dental College and Hsopt. Chennai,Golden George Nagar, Mogappair, Chennai 600 107, Tamil Nadu, 600107"
1661,"Thiruvan namalai MC,
Thiruvan namalai, TN,Distri ct Collector ate, Master Plan Complex, Vengikka l, Thiruvan namalai, Tamil Nadu, 606604"
1662,"Thiruvannamalai MC, Thiruvannamalai, TN , District Collectorate, Master Plan Complex, Vengikkal, Thiruvannamalai, Tamil Nadu, 606604"
1663,"Thiruvannamalai MC, Thiruvannamalai, TN,District Collectorate, Master Plan Complex, Vengikkal, Thiruvannamalai, Tamil Nadu, 606604"
1664,"Tomo Riba Institute Health and Medical Sciences
,
Naharlag un ,Tomo Riba Institute Health and Medical Sciences
,
Old Assembl y Complex, Naharlag un, Itanagar Capita, Arunach al Pradesh, 791110"
1665,"Tomo Riba Institute Health and Medical Sciences, Naharlagun
, Tomo Riba Institute Health and Medical Sciences
Old Assembly Complex Naharlagun, Arunachal Pradesh, 791110"
1666,"Tomo Riba Institute Health and Medical Sciences, Naharlagun
, Tomo Riba Institute Health and Medical Sciences,
Old Assembly Complex, Naharlagun, Itanagar Capita, Arunachal Pradesh, 791110"
1667,"Tomo Riba Institute Health and Medical Sciences, Naharlagun ,Tomo Riba Institute Health and Medical Sciences
Old Assembly Complex Naharlagun, Arunachal Pradesh, 791110"
1668,"Tomo Riba Institute Health and Medical Sciences, Naharlagun ,Tomo Riba Institute Health and Medical Sciences,
Old Assembly Complex,
Naharlagun, Itanagar Capita, Arunachal Pradesh, 791110"
1669,"UNS AUTON OMOUS STATE MEDICA L COLLEG ES,
Jaunpur, UNS AUTON OMOUS STATE MEDICA L COLLEG E SIDDIQU EPUR SHAHGA NJ ROAD JAUNPU R UP,
Uttar Pradesh, 222003"
1670,"UNS AUTONOMOUS STATE MEDICAL
COLLEGES, Jaunpur
, UNS AUTONOMOUS STATE MEDICAL COLLEGE SIDDIQUEPUR SHAHGANJ ROAD JAUNPUR UP, Uttar
Pradesh, 222003"
1671,"UNS AUTONOMOUS STATE MEDICAL COLLEGES, Jaunpur,UNS AUTONOMOUS STATE MEDICAL COLLEGE SIDDIQUEPUR SHAHGANJ ROAD JAUNPUR UP,
Uttar Pradesh, 222003"
1672,"UNS AUTONOMOUS STATE MEDICAL COLLEGES, Jaunpur,UNS AUTONOMOUS STATE MEDICAL COLLEGE SIDDIQUEPUR SHAHGANJ ROAD JAUNPUR UP, Uttar
Pradesh, 222003"
1673,"UTTARA NCHAL F HOSP TRUST MC,HAL DWANI,
Governm ent Medical College, Rampur Road Haldwani
, Distt. Nainiatl, Uttarakh and, 263139"
1674,"UTTARANCHAL F HOSP TRUST MC,HALDWANI ,
Government Medical College, Rampur Road Haldwani, Distt.
Nainiatl, Uttarakhand, 263139"
1675,"UTTARANCHAL F HOSP TRUST MC,HALDWANI,Government Medical College, Rampur Road Haldwani, Distt. Nainiatl, Uttarakhand, 263139"
1676,"Universit y College of Medical Sciences
, New Delhi,Dils had Garden, Delhi (NCT), 110095"
1677,"University College of Medical Sciences, New Delhi , Dilshad Garden, Delhi (NCT), 110095"
1678,"University College of Medical Sciences, New Delhi,Dilshad Garden, Delhi (NCT), 110095"
1679,"Uttar Pradesh Universit y of Medical Sciences
, Saifai, Etawah, SAIFAI ETAWA
H, Uttar Pradesh, 206130"
1680,"Uttar Pradesh University of Medical Sciences, Saifai, Etawah , SAIFAI ETAWAH, Uttar Pradesh, 206130"
1681,"Uttar Pradesh University of Medical Sciences, Saifai, Etawah,SAIFAI ETAWAH, Uttar Pradesh, 206130"
1682,"V.S.S. MEDICA L COLLEG E, BURLA, AYURVI HAR,BU RLA, SAMBAL PUR,
Odisha, 768017"
1683,"V.S.S. MEDICAL COLLEGE, BURLA , AYURVIHAR,BURLA,
SAMBALPUR,
Odisha, 768017"
1684,"V.S.S. MEDICAL COLLEGE, BURLA,AYURVIHAR,BURLA, SAMBALPUR, Odisha, 768017"
1685,"VARDH MAN INSTITU TE OF MEDICA L SCIENC ES, NALAND A,BMIMS
, PAWAP URI NALNAD
A, Bihar, 803115"
1686,"VARDHMAN INSTITUTE OF MEDICAL SCIENCES, NALANDA , BMIMS, PAWAPURI NALNADA, Bihar, 803115"
1687,"VARDHMAN INSTITUTE OF MEDICAL SCIENCES, NALANDA , PAWAPURI NALNADA, Bihar, 803115"
1688,"VARDHMAN INSTITUTE OF MEDICAL SCIENCES, NALANDA,BMIMS, PAWAPURI NALNADA, Bihar, 803115"
1689,"VARDHMAN INSTITUTE OF MEDICAL SCIENCES, NALANDA,PAWAPURI NALNADA, Bihar, 803115"
1690,"VELS MEDICA L COLLEG
E & HOSPIT AL,12- 123,
Velan Nagar, Manjank aranai Village, Periyapal ayam Road, Uthukott ai Taluk, Tiruvallur Dist., Tamil Nadu, 601102"
1691,"VELS MEDICAL COLLEGE & HOSPITAL , 12-123,
Velan Nagar, Manjankaranai Village, Periyapalayam Road, Uthukottai Taluk, Tiruvallur Dist., Tamil Nadu, 601102"
1692,"VELS MEDICAL COLLEGE & HOSPITAL,12-123, Velan Nagar, Manjankaranai Village, Periyapalayam Road, Uthukottai Taluk, Tiruvallur Dist., Tamil Nadu, 601102"
1693,"VIJAYNA GAR INST OF MED. SC,BELL ARY,Can
tonment, Ballari, Karnatak a, 583104"
1694,"VIJAYNAGAR INST OF MED. SC,BELLARY ,
Cantonment, Ballari, Karnataka, 583104"
1695,"VIJAYNAGAR INST OF MED. SC,BELLARY,Cantonment, Ballari, Karnataka, 583104"
1696,"VMKV
Medical College and Hospital, Salem,S ankari Main Road, NH-47,
Seeraga padi, Salem, Tamil Nadu, 636308"
1697,"VMKV Medical College and Hospital, Salem , Sankari Main Road, NH-47,
Seeragapadi, Salem, Tamil Nadu, 636308"
1698,"VMKV Medical College and Hospital, Salem,Sankari Main Road, NH-47, Seeragapadi, Salem, Tamil Nadu, 636308"
1699,"VMS
Dental College, Salem,S ankari Main Road NH  47
Ariyanoo r, Salem., Tamil Nadu, 636308"
